character,category,meaning,onyomi,kunyomi,joyo_level,jlpt_level,wk_level
檻,hyōgai,"pen, corral, cell, jail",カン,おり、 おばしま、 てすり,0,,0
嘲,jōyō,"ridicule, insult",チョウ、 トウ,あざけ.る,9,,0
籠,jōyō,"basket, devote oneself, seclude oneself, cage, coop, implied",ロウ、 ル,かご、 こ.める、 こも.る、 こ.む,9,,0
餅,jōyō,mochi rice cake,ヘイ、 ヒョウ,もち、 もちい,9,,0
姪,jinmeiyō,niece,テツ、 チツ、 ジチ、 イツ、 イチ,めい、 おい,0,,0
凧,jinmeiyō,"kite, (kokuji)",,いかのぼり、 たこ,0,,0
訊,jinmeiyō,"request, question, investigate",ジン、 シュン、 シン,き.く、 と.う、 たず.ねる,0,,0
琵,jinmeiyō,"glissando on strings, lute",ビ、 ヒ,,0,,0
琶,jinmeiyō,lute, ハ、 ベ、 ワ,,0,,0
骸,jōyō,"bone, body, corpse",ガイ、 カイ,むくろ,9,,0
氾,jōyō,"spread out, wide",ハン,ひろ.がる,9,,0
窟,jōyō,cavern,クツ、 コツ,いわや、 いはや、 あな,9,,0
篠,jinmeiyō,bamboo grass,ゾウ、 ショウ,しの、 ささ、 すず,0,,0
欄,jōyō,"column, space",らん,てすり        ,9,N1,54
隻,jōyō,ship counter,せき,,9,N2,51
喪,jōyō,mourning,そう,も,9,N1,42
喚,jōyō,"scream, yell",かん,わめ,9,N1,51
旬,jōyō,"in season, time of month, season","しゅん, じゅん",,9,N1,37
圏,jōyō,range,けん,,9,N1,39
枠,jōyō,frame,,わく,9,N1,39
噌,jinmeiyō,boisterous,そ,,0,,35
潟,jōyō,lagoon,せき,かた,9,N1,42
岳,jōyō,peak,がく,たけ,9,N1,43
剛,jōyō,sturdy,ごう,,9,N1,49
殊,jōyō,especially,しゅ,こと,9,N1,52
穂,jōyō,"head of plant, ear of plant",すい,ほ,9,N1,46
亭,jōyō,restaurant,てい,,9,N1,50
朗,jōyō,bright,ろう,,6,N1,43
賠,jōyō,"compensation, compensate",ばい,,9,N1,52
阿,jinmeiyō,flatter,"あ, お","おもね, くま",0,N1,54
堕,jōyō,degenerate,だ,"お, くず",9,N1,57
庶,jōyō,"all, bastard",しょ,,9,N1,54
啓,jōyō,enlighten,けい,"さと, ひら",9,N1,53
篤,jōyō,deliberate,とく,あつ,9,N1,59
栓,jōyō,"cork, plug",せん,,9,N1,55
鯉,jinmeiyō,"carp, koi",り,こい,0,N1,53
遮,jōyō,intercept,しゃ,さえぎ,9,N1,57
辿,jinmeiyō,"follow (road), pursue",テン,たど.る、 たどり,0,,0
旺,jōyō,"flourishing, successful, beautiful, vigorous",オウ、 キョウ、 ゴウ,かがや.き、 うつくし.い、 さかん,9,N1,0
剃,hyōgai,shave,テイ,まい、 そ.る、 す.る,0,,0
漱,jinmeiyō,"gargle, rinse mouth",ソウ、 シュウ、 ス,くちすす.ぐ、 くちそそ.ぐ、 うがい、 すす.ぐ,0,N1,0
沃,jōyō,fertility,ヨウ、 ヨク、 オク,そそ.ぐ,9,,0
妖,jōyō,"attractive, bewitching, calamity",ヨウ,あや.しい、 なま.めく、 わざわ.い,9,,0
箋,jōyō,"paper, label, letter, composition",セン,ふだ,9,,0
甥,jinmeiyō,nephew,セイ、 ソウ、 ショウ,おい、 むこ,0,,0
綻,jōyō,"be rent, ripped, unravel, run, begin to open, smile",タン,ほころ.びる,9,,0
髭,hyōgai,"beard, mustache",シ,ひげ、 くちひげ,0,,0
鹸,hyōgai,saltiness,ケン、 カン、 セン,あ.く,0,,0
撒,jinmeiyō,"scatter, sprinkle, give them the slip",サン、 サツ,ま.く,0,,0
苔,jinmeiyō,"moss, lichen",タイ,こけ、 こけら,0,,0
訣,jinmeiyō,"separation, part, secret",ケツ,わかれ、 わかれ.る,0,,0
畔,jōyō,shore,はん,"あぜ, くろ, ほとり",9,N1,60
塊,jōyō,lump,かい,かたまり,9,N1,45
稚,jōyō,immature,ち,,9,N1,28
浦,jōyō,bay,ほ,うら,9,N1,51
艦,jōyō,warship,かん,,9,N1,41
沼,jōyō,bog,しょう,ぬま,9,N1,43
碁,jōyō,go,ご,,9,N1,46
唐,jōyō,"china, sudden",とう,,9,,50
髄,jōyō,"marrow, bone marrow",ずい,,9,N1,55
晶,jōyō,crystal,しょう,,9,N1,50
披,jōyō,expose,ひ,,9,N1,53
瓜,jinmeiyō,melon,"か, け",うり,0,,53
智,jinmeiyō,wisdom,ち,,0,N1,56
槽,jōyō,"tank, vat",そう,ふね,9,N1,57
朽,jōyō,"rot, decay",きゅう,く,9,N1,58
淑,jōyō,graceful,しゅく,しと,9,N1,58
擬,jōyō,imitate,ぎ,"まが, もど",9,N1,59
閑,jōyō,leisure,かん,,9,N1,59
戴,jōyō,receive,たい,いただ,9,,53
襟,jōyō,collar,きん,えり,9,N1,51
舐,hyōgai,"lick, lap up, burn up, taste, undergo, underrate, despise",シ,ねぶ.る、 な.める,0,,0
壷,hyōgai,"jar, pot, hinge knuckle, one's aim",コ,つぼ,0,,0
姑,hyōgai,mother-in-law,コ,しゅうとめ、 しゅうと、 おば、 しばらく,0,,0
疹,hyōgai,"measles, sickness",シン、 チン,はしか,0,,0
薪,jōyō,"fuel, firewood, kindling",シン,たきぎ、 まき,9,N1,0
睨,hyōgai,"glaring at, authority, power, scowl at",ゲイ,にら.む、 にら.み,0,,0
麓,jōyō,foot of a mountain,ロク,ふもと,9,,0
撥,hyōgai,"brush up, reject, exclude, eliminate, bone plectrum",ハツ、 バチ,は.ねる、 おさ.める,0,,0
韻,jōyō,"rhyme, elegance, tone",イン,,9,N1,0
鷹,jinmeiyō,hawk,ヨウ、 オウ,たか,0,N1,0
躊,hyōgai,hesitate,チュウ、 チュ、 シュウ、 ジュ,ためら.う,0,,0
躇,hyōgai,hesitate,チョ、 チャク,ためら.う,0,,0
蝙,hyōgai,bat,ヘン,こうもり,0,,0
蝠,hyōgai,bat,フク,,0,,0
楼,jōyō,"watchtower, lookout, high building",ロウ,たかどの,9,N1,0
藁,jinmeiyō,straw,コウ,わら,0,,0
淋,jinmeiyō,"lonely, deserted",リン,さび.しい、 さみ.しい,0,,0
鞭,jinmeiyō,"whip, rod, counter for whippings",ベン、 ヘン,むち、 むちうつ,0,,0
兎,jinmeiyō,"rabbit, hare",ト、 ツ,うさぎ,0,,0
惹,jinmeiyō,"attract, captivate",ジャク、 ジャ,ひ.く,0,,0
咎,hyōgai,"blame, censure, reprimand",キュウ、 コウ,とが.める、 とが,0,,0
湧,jōyō,"well, boil","ゆう, ゆ, よう",わ,9,N1,60
牙,jōyō,"fang, tusk",げ,きば,9,,36
芯,jōyō,wick,しん,,9,,47
腸,jōyō,"intestines, guts",ちょう,はらわた,4,N1,57
羅,jōyō,"spread out, arrange",ら,うすもの        ,9,N1,57
禍,jōyō,"evil, misfortune",か,わざわい,9,N1,59
亀,jōyō,turtle,,かめ,9,N1,35
舗,jōyō,"shop, store",ほ,,9,N1,53
墟,hyōgai,ruins,きょ,,0,,41
暫,jōyō,temporarily,ざん,しばら.く,9,N1,42
痢,jōyō,diarrhea,り,,9,N1,60
炊,jōyō,cook,すい,た.く,9,N1,47
班,jōyō,squad,はん,,6,N1,48
隙,jōyō,crevice,げき,すき,9,,48
覇,jōyō,leadership,"は, はく",はたがしら,9,N1,52
鎌,jōyō,"sickle, scythe","けん, れん",かま,9,N1,54
肯,jōyō,"agreement, consent",こう,がえんじ.る,9,N2,51
甚,jōyō,"very, great",じん,はなは,9,N1,59
尚,jōyō,"furthermore, esteem",しょう,なお,9,N1,54
悼,jōyō,"grieve, mourn",とう,いた,9,N1,55
抹,jōyō,erase,まつ,,9,N1,55
岬,jōyō,cape,よう,みさき,9,N1,59
絆,jinmeiyō,"bonds, fetters",ハン,きずな、 ほだ.す、 つな.ぐ,0,,0
迂,jinmeiyō,roundabout way,ウ,,0,,0
宵,jōyō,"wee hours, evening, early night",ショウ,よい,9,N1,0
筈,jinmeiyō,"notch of an arrow, ought, must, should be, expected",カツ,はず、 やはず,0,,0
迄,jinmeiyō,"until, up to, as far as, to the extent",キツ,まで、 およ.ぶ,0,,0
梁,jinmeiyō,"weir, fish trap, beam, girder",リョウ,はり、 うつばり、 うちばり、 やな、 はし,0,,0
逢,jinmeiyō,"meeting, tryst, date, rendezvous",ホウ,あ.う、 むか.える,0,,0
蜘,hyōgai,spider,チ,くも,0,,0
蛛,hyōgai,spider,チュ、 シュ,,0,,0
牢,hyōgai,"prison, jail, hardness",ロウ,かた.い、 ひとや,0,,0
詮,jōyō,"discussion, methods called for, selection, result",セン,せん.ずる、 かい、 あき.らか,9,,0
蘇,jinmeiyō,"be resuscitated, revived",ソ、 ス,よみがえ.る,0,,0
汝,jinmeiyō,"you, thou",ジョ,なんじ、 なれ、 い、 うぬ、 いまし、 し、 しゃ、 な、 なむち、 まし、 みまし,0,,0
瓦,jōyō,"tile, gram",ガ,かわら、 ぐらむ,9,,0
茹,hyōgai,"boil, seethe",ジョ、 ニョ,ゆ.でる、 う.でる,0,,0
卿,jinmeiyō,"you, lord, secretary, state minister",ケイ、 キョウ,きみ,0,,0
罵,jōyō,"abuse, insult",バ,ののし.る,9,,0
顎,jōyō,"jaw, chin, gill",ガク,あご、 あぎと,9,,0
堵,jinmeiyō,"fence, railing, enclosure",ト,かき,0,,0
貪,jōyō,"covet, indulge in",タン、 トン,むさぼ.る,9,,0
蒔,jinmeiyō,sow (seeds),シ、 ジ,う.える、 まく,0,N1,0
茸,jinmeiyō,mushroom,ジョウ、 ニュ,きのこ、 たけ、 しげ.る,0,,0
僅,jōyō,a wee bit,キン、 ゴン,わず.か,9,,0
岐,jōyō,branch off,き,,9,N1,39
胡,jinmeiyō,barbarian,"こ, う, ご",なんぞ,0,N1,53
轄,jōyō,control,かつ,くさび,9,N1,56
靖,jinmeiyō,peaceful,"じょう, せい",やす,0,N1,56
禅,jōyō,"zen, zen buddhism",ぜん,,9,N1,18
唆,jōyō,instigate,さ,"そそのか, そそ",9,N1,52
仁,jōyō,humanity,じん,,6,N1,41
梨,jōyō,pear,,なし,9,N1,44
遜,jōyō,humble,そん,したが.う,9,,41
塾,jōyō,cram school,じゅく,,9,N1,45
泰,jōyō,peace,たい,,9,N1,43
軸,jōyō,axis,じく,,9,N1,42
瞳,jōyō,pupil,"とう, どう",ひとみ,9,N1,46
搬,jōyō,transport,はん,,9,N1,50
窒,jōyō,suffocate,ちつ,,9,N1,56
胴,jōyō,torso,どう,,9,N1,47
柳,jōyō,willow,りゅう,やなぎ,9,N1,47
孝,jōyō,filial piety,こう,,6,,40
祥,jōyō,auspicious,しょう,"きざ, さいわ, つまび, よ",9,N1,52
艇,jōyō,rowboat,てい,,9,N1,53
某,jōyō,"certain, one, that person",ぼう,"それがし, なにがし",9,N1,60
吟,jōyō,recital,ぎん,,9,N1,59
烏,jinmeiyō,crow,うお,からす,0,,57
卸,jōyō,wholesale,しゃ,"おろし, おろ",9,N1,54
叙,jōyō,describe,じょ,"つい, ついで",9,N1,54
酌,jōyō,serve,しゃく,く,9,N1,58
尉,jōyō,"military officer, military rank","い, じょう",,9,N1,56
漬,jōyō,"pickle, soak",し,つ,9,N1,57
款,jōyō,article,かん,,9,N1,57
忌,jōyō,mourning,き,い,9,N1,58
奔,jōyō,"run, bustle",ほん,はし.る,9,N1,58
椎,jōyō,"oak, oak tree","つい, すい","う, つち",9,N1,58
濁,jōyō,"muddy, impure","だく, じょく",にご,9,N1,58
殻,jōyō,"husk, shell","かく, こく, ばい","から, がら",9,N1,58
礁,jōyō,reef,しょう,,9,N1,59
睦,jōyō,friendly,"ぼく, もく",むつ,9,N1,59
逝,jōyō,die,せい,"い.く, ゆ.く",9,N1,60
鋳,jōyō,"cast, casting",ちゅう,い,9,N1,59
浄,jōyō,"cleanse, purify","じょう, せい","きよ.い, きよ.める",9,N1,53
拷,jōyō,torture,ごう,,9,N1,60
苗,jōyō,"seedling, sapling","みょう, びょう","なえ, なわ",9,N1,51
謹,jōyō,"humble, discreet",きん,つつし,9,N1,60
蓮,jinmeiyō,lotus,れん,"はす, はちす",0,N1,51
炒,hyōgai,"broil, parch, roast, fry",ソウ、 ショウ,い.る、 いた.める,0,,0
只,jinmeiyō,"only, free, in addition",シ,ただ,0,N1,0
膿,hyōgai,"pus, fester, discharge",ノウ、 ドウ,う.む、 うみ,0,,0
腫,jōyō,"tumor, swelling",シュ、 ショウ,は.れる、 は.れ、 は.らす、 く.む、 はれもの,9,,0
虻,hyōgai,"gadfly, horsefly",ボウ,あぶ,0,,0
膳,jōyō,"small low table, tray",ゼン、 セン,かしわ、 すす.める、 そな.える,9,,0
喩,jōyō,"metaphor, compare",ユ,たと.える、 さと.す,9,,0
漕,jinmeiyō,"rowing, scull, paddle",ソウ,こ.ぐ、 はこ.ぶ,0,,0
娼,hyōgai,prostitute,ショウ,あそびめ,0,,0
糊,jinmeiyō,"paste, glue, sizing",コ、 ゴ、 コツ,のり,0,,0
葛,jōyō,"arrowroot, kudzu",カツ、 カチ,つづら、 くず,9,,0
怯,hyōgai,"cowardice, wince, flinch, hesitate, waver",キョウ、 コウ,ひる.む、 おびえ.る、 おじる、 おび.える、 おそ.れる,0,,0
爵,jōyō,"baron, peerage, court rank",シャク,,9,N1,0
仇,hyōgai,"foe, enemy, revenge, grudge, feud",キュウ、 グ,あだ、 あた、 かたき、 つれあい,0,,0
雛,jinmeiyō,"chick, squab, duckling, doll",スウ、 ス、 ジュ,ひな、 ひよこ,0,N1,0
愁,jōyō,"distress, grieve, lament, be anxious",シュウ,うれ.える、 うれ.い,9,N1,0
頷,hyōgai,nod approval,ガン、 カン,うなず.く、 あご,0,,0
腺,jōyō,gland,セン,,9,,0
彗,jinmeiyō,comet,スイ、 エ、 ケイ、 セイ,ほうき,0,N1,0
煉,jinmeiyō,"refine metals, kneading over fire",レン,ね.る,0,,0
鷲,jinmeiyō,eagle,シュウ、 ジュ,わし,0,,0
狽,hyōgai,"wolf, be flurried",ケン、 バイ、 ハイ,,0,,0
苺,jinmeiyō,strawberry,バイ、 マイ,いちご,0,,0
棲,jinmeiyō,"live, dwell",セイ,す.む,0,,0
轟,jinmeiyō,"roar, thunder, boom resound",ゴウ、 コウ,とどろ.かす、 とどろ.く,0,,0
坦,jinmeiyō,"level, wide",タン,たいら,0,,0
蝿,hyōgai,fly,ヨウ,はえ、 はい,0,,0
栗,jinmeiyō,chestnut,リツ、 リ,くり、 おののく,0,N1,0
洩,hyōgai,"leak, escape",エイ、 セツ,も.らす、 の.びる、 も.れる,0,,0
嬌,hyōgai,attractive,キョウ,なまめか.しい,0,,0
繍,hyōgai,"sew, figured cloth",シュウ,ぬいとり,0,,0
玩,jōyō,"play, take pleasure in, trifle with, make sport of",ガン,もちあそ.ぶ、 もてあそ.ぶ,9,,0
踪,jōyō,"remains, clue, footprint",ソウ、 ショウ,あと,9,,0
逐,jōyō,"pursue, drive away, chase, accomplish, attain, commit",チク,,9,N1,0
畏,jōyō,"fear, majestic, graciously, be apprehensive",イ,おそ.れる、 かしこま.る、 かしこ、 かしこ.し,9,,0
蟻,hyōgai,ant,ギ,あり,0,,0
呵,hyōgai,"scold, blow on, reprove",カ,か.す、 しか.る、 わら.う,0,,0
埠,hyōgai,wharf,フ、 ホ,つか、 はとば,0,,0
槍,jinmeiyō,"spear, lance, javelin",ソウ、 ショウ,やり,0,,0
瞑,hyōgai,"sleep, dark, close eyes",メイ、 ベン、 ミョウ、 ミン、 メン,めい.する、 つぶ.る、 つむ.る、 くら.い,0,,0
罹,hyōgai,"catch, get",リ、 ラ,かか.る,0,,0
袈,jinmeiyō,a coarse camlet,ケ、 カ,,0,N1,0
裟,jinmeiyō,Buddhist surplice,サ、 シャ,,0,N1,0
賦,jōyō,"levy, ode, prose, poem, tribute, installment",フ、 ブ,,9,N1,0
錐,jinmeiyō,"auger, drill, awl, pyramid, cone",スイ,きり,0,,0
憚,hyōgai,"hesitate, shrink, awe",タン、 タ,はばか.る,0,,0
碇,hyōgai,"anchor, grapnel",テイ,いかり,0,,0
杭,jinmeiyō,"stake, post, picket",コウ,くい,0,,0
迦,jinmeiyō,(used phonetically),カ、 ケ,,0,,0
垢,hyōgai,"dirt, grime, earwax",コウ、 ク,あか、 はじ,0,,0
埼,jōyō,cape,き,さい,9,,39
孔,jōyō,"cavity, hole",こう,あな,9,N1,46
翔,jinmeiyō,fly,しょう,かけ,0,N1,45
之,jinmeiyō,this,し,これ,0,N1,55
錬,jōyō,tempering,れん,,9,N1,46
譜,jōyō,"genealogy, score",ふ,,9,N1,58
廉,jōyō,bargain,れん,,9,N1,60
疾,jōyō,rapid,しつ,はや,9,N1,54
遍,jōyō,universal,へん,あまね,9,N1,57
閥,jōyō,"clique, clan",ばつ,,9,N1,19
墳,jōyō,tomb,ふん,,9,N1,50
杉,jōyō,cedar,,すぎ,9,N1,35
芋,jōyō,potato,,いも,9,N1,34
塚,jōyō,mound,ちょう,つか,9,N1,51
蛍,jōyō,firefly,けい,ほたる,9,N1,41
隆,jōyō,prosperity,りゅう,,9,N1,39
芳,jōyō,perfume,ほう,かんば,9,N1,52
枢,jōyō,hinge,すう,からくり,9,N1,42
侍,jōyō,samurai,,さむらい,9,N1,44
也,jinmeiyō,considerably,,なり,0,N1,45
吾,jinmeiyō,"i, me",ご,わが,0,,46
駒,jōyō,chess piece,く,こま,9,N1,49
菊,jōyō,chrysanthemum,きく,,9,N1,46
峰,jōyō,summit,ほう,みね,9,N1,50
朱,jōyō,vermillion,しゅ,あけ,9,N1,44
乃,jinmeiyō,from,ない,"すなわ, なんじ, の",0,N1,52
婿,jōyō,groom,せい,むこ,9,N1,60
慕,jōyō,"yearn for, adore",ぼ,した,9,N1,60
綾,jinmeiyō,design,りん,あや,0,N1,52
勲,jōyō,merit,くん,いさお,9,N1,54
剖,jōyō,divide,ぼう,,9,N1,58
弥,jōyō,increasing,"び, み",や,9,N1,55
猶,jōyō,still,"ゆう, ゆ",なお,9,N1,56
宰,jōyō,manager,さい,,9,N1,56
庸,jōyō,common,よう,,9,N1,56
匠,jōyō,artisan,しょう,たくみ,9,N1,56
紺,jōyō,"navy, dark blue",こん,,9,N1,57
閲,jōyō,inspection,えつ,けみ,9,N1,57
峠,jōyō,ridge,,とうげ,9,N1,59
繋,hyōgai,"tie, fasten, chain, tether, connect",ケイ,つな.ぐ、 かか.る、 か.ける,0,,0
鯛,jinmeiyō,"sea bream, red snapper",チョウ,たい,0,N1,0
勾,jōyō,"be bent, slope, capture",コウ、 ク,かぎ、 ま.がる,9,,0
瘍,jōyō,"swelling, boil, tumor",ヨウ,かさ,9,,0
孵,hyōgai,"hatch, incubate",フ,かえ.す,0,,0
眩,hyōgai,"faint, dizzy",ゲン、 カン,げん.す、 くるめ.く、 まぶ.しい、 くら.む、 まど.う、 めま.い、 まばゆ.い、 くれ.る、 ま.う,0,,0
賽,hyōgai,"dice, temple visit",サイ,,0,,0
詣,jōyō,"visit a temple, arrive, attain",ケイ、 ゲイ,けい.する、 まい.る、 いた.る、 もう.でる,9,,0
縞,jinmeiyō,stripe,コウ,しま、 しろぎぬ,0,,0
鞘,jinmeiyō,"sheath, case, margin, difference, shells (of beans)",ショウ、 ソウ,さや,0,,0
玲,jinmeiyō,sound of jewels,レイ,,0,N1,0
呑,hyōgai,drink,トン、 ドン,の.む,0,,0
疇,hyōgai,"before, companion, same kind",チュウ,うね、 たぐい、 ひと.しい,0,,0
擲,hyōgai,"hit, resign",テキ、 チャク、 ジャク,なぐ.る、 なげう.つ,0,,0
坐,jinmeiyō,sit,ザ、 サ,すわ.る、 おわす、 そぞろに、 まします,0,,0
啄,jinmeiyō,"peck, pick up",タク、 ツク、 トク,ついば.む、 つつ.く,0,N1,0
拉,jōyō,"Latin, kidnap, crush",ラツ、 ラ、 ロウ,らっ.する、 ひし.ぐ、 くだ.く,9,,0
侶,jōyō,"companion, follower",リョ、 ロ,とも,9,,0
豹,jinmeiyō,"leopard, panther",ヒョウ、 ホウ,,0,,0
肢,jōyō,"limb, arms & legs",シ,,9,N1,0
賑,jinmeiyō,"flourish, be bustling, prosperity",シン,にぎ.わい、 にぎ.やか、 にぎ.わす、 にぎ.わう,0,,0
冴,jinmeiyō,"be clear, serene, cold, skilful",ゴ、 コ,さ.える、 こお.る、 ひ.える,0,N1,0
耽,jinmeiyō,"addicted, absorbed in",タン,ふ.ける,0,,0
冥,jōyō,dark,メイ、 ミョウ,くら.い,9,,0
尖,jinmeiyō,"be pointed, sharp, taper, displeased, angry, edgy",セン,とが.る、 さき、 するど.い,0,,0
股,jōyō,"thigh, crotch",コ,また、 もも,9,,0
藪,hyōgai,"thicket, bush, underbrush, grove",ソウ,やぶ,0,,0
喘,hyōgai,"pant, gasp, breathe hard",ゼン、 セン,あえ.ぐ、 せき,0,,0
唖,hyōgai,"mute, dumb",ア、 アク,おし,0,,0
鱗,jinmeiyō,scales (fish),リン,うろこ、 こけ、 こけら,0,,0
煽,hyōgai,"fan, flap, instigate, agitate, bolster up, gulp down",セン,あお.る、 おだ.てる、 おこ.る,0,,0
附,jōyō,"affixed, attach, refer to, append",フ,つ.ける、 つ.く,9,N1,0
萎,jōyō,"wither, droop, lame",イ,な、 しお.れる、 しな.びる、 しぼ.む、 な.える,9,,0
弘,jinmeiyō,"vast, broad, wide",コウ、 グ,ひろ.い,0,N1,0
其,jinmeiyō,that,キ、 ギ、 ゴ,それ、 その,0,,0
伍,jinmeiyō,"five, five-man squad, file, line",ゴ,いつつ,0,N1,0
蔭,jinmeiyō,"shade, shadow, backing assistance",イン、 オン,かげ,0,,0
洲,jinmeiyō,"continent, sandbar, island, country",シュウ、 ス,しま,0,N1,0
鄙,hyōgai,"lowly, the country, the countryside, be countrified",ヒ,ひな、 ひな.びる、 いや.しい,0,,0
癇,hyōgai,"bitter, hot temper, irritable, nervous",カン,ひきつけ,0,,0
癪,hyōgai,"spasms, (kokuji)",,しゃく,0,,0
扮,hyōgai,"impersonate, dress up, disguise, thin shingles",フン、 ハン、 ヘン,ふん.する、 やつ.す、 よそお.う,0,,0
攫,hyōgai,abduct,カク,さら.う、 つか.む,0,,0
酋,hyōgai,chieftain,シュウ、 ジュ,おさ、 ふるざけ、 さけのつかさ,0,,0
鞍,jinmeiyō,saddle,アン,くら,0,,0
鋤,hyōgai,"spade up, plow",ジョ、 ショ、 ソ,す.く、 すき、 くわ,0,,0
寓,jinmeiyō,"temporary abode, imply, suggest",グウ、 グ、 ドウ,ぐう.する、 かこつ.ける、 よ.せる、 よ.る、 かりずまい,0,,0
菱,jinmeiyō,"diamond (shape), water chestnut, rhombus",リョウ,ひし,0,,0
砦,jinmeiyō,"fort, stronghold, entrenchments",サイ,とりで,0,,0
祟,hyōgai,"curse, haunt",スイ,たた.る、 たた.り,0,,0
汲,jinmeiyō,"draw (water), ladle, scoop, pump",キュウ,く.む,0,,0
飴,hyōgai,"rice jelly, candy",イ、 シ,あめ、 やしな.う,0,,0
狸,hyōgai,"tanuki, raccoon",リ、 ライ,たぬき,0,,0
浩,jinmeiyō,"wide expanse, abundance, vigorous",コウ,おおき.い、 ひろ.い,0,N1,0
釧,jinmeiyō,bracelet,セン,くしろ、 うでわ,0,,0
腑,hyōgai,"viscera, bowels",フ,はらわた,0,,0
牡,jinmeiyō,male,ボ、 ボウ,おす、 お-、 おん-,0,,0
逼,hyōgai,"urge, force, imminent, spur on",フク、 ヒツ、 ヒョク、 ヒキ,せま.る、 むかばき,0,,0
鎧,jinmeiyō,"put on armor, arm oneself",カイ、 ガイ,よろ.う、 よろい,0,,0
桁,jōyō,"beam, girder, spar, unit or column (accounting)",コウ,けた,9,,0
煎,jōyō,"broil, parch, roast, boil",セン,せん.じる、 い.る、 に.る,9,,0
累,jōyō,accumulate,るい,,9,N1,55
貞,jōyō,chastity,てい,さだ,9,N1,51
醸,jōyō,brew,じょう,かも,9,N1,57
棟,jōyō,pillar,とう,,9,N1,46
寡,jōyō,"widow, minority",か,,9,N1,60
渦,jōyō,whirlpool,か,うず,9,N1,51
糾,jōyō,twist,きゅう,,9,N1,42
暦,jōyō,calendar,れき,こよみ,9,N1,45
斬,jōyō,slice,ざん,き.る,9,,46
巾,jōyō,towel,きん,,9,,47
謡,jōyō,"noh chanting, noh chant",よう,うた,9,N1,54
后,jōyō,empress,"こう, ご",きさき,6,N1,50
妃,jōyō,"princess, queen",ひ,,9,N1,49
赴,jōyō,"proceed, move on",ふ,おもむ,9,N1,55
俊,jōyō,genius,しゅん,,9,N1,40
錦,jōyō,brocade,きん,にしき,9,N1,53
泌,jōyō,secrete,"ひ, ひつ",,9,N1,60
妄,jōyō,reckless,"もう, ぼう",みだ,9,N1,60
諭,jōyō,admonish,ゆ,さと,9,N1,53
佳,jōyō,"excellent, skilled",か,,9,N1,55
郭,jōyō,enclosure,かく,くるわ        ,9,N1,55
龍,jinmeiyō,"imperial, dragon","りゅう, りょう, ろう",たつ,0,,55
賓,jōyō,"vip, guest",ひん,,9,N1,55
舶,jōyō,ship,はく,,9,N1,56
搾,jōyō,squeeze,さく,しぼ,9,N1,56
恭,jōyō,respect,きょう,うやうや,9,N1,56
胎,jōyō,"womb, uterus",たい,,9,N1,57
硫,jōyō,"sulfur, sulpher",りゅう,,9,N1,58
遷,jōyō,transition,せん,"うつ, みやこがえ",9,N1,59
漆,jōyō,"lacquer, varnish",しつ,うるし,9,N1,59
郡,jōyō,"county, district",ぐん,こおり        ,4,N1,51
駿,jinmeiyō,speed,"しゅん, すん",すぐ,0,N1,53
咆,hyōgai,"bark, roar, get angry",ホウ,ほ.える,0,,0
哮,hyōgai,"roar, howl, growl, bellow",コウ,た.ける、 ほ.える,0,,0
枷,hyōgai,"shackles, irons, handcuffs, bonds",かせ、 からざお,カ,0,,0
貶,hyōgai,degrade,ヘン,けな.す、 おとし.める、 おと.す,0,,0
羞,jōyō,feel ashamed,はじ.る、 すすめ.る、 は.ずかしい,シュウ,9,,0
鯔,hyōgai,mullet (fish),シ,ぼら、 とど,0,,0
駁,hyōgai,"refutation, contradiction",ハク、 バク,ぶち、 まじ.る、 まだら,0,,0
醒,jōyō,"awake, be disillusioned, sober up",セイ,さ.ます、 さ.める,9,,0
痔,hyōgai,"piles, hemorrhoids",ヂ、 ジ,しもがさ,0,,0
窩,hyōgai,"cave, pouch",カ、 ワ,むろ,0,,0
薫,jōyō,"send forth fragrance, fragrant, be scented, smoke (tobacco)",クン,かお.る,9,N1,0
纏,jinmeiyō,"wear, wrap, tie, follow around, collect",テン、 デン,まつ.わる、 まと.う、 まと.める、 まと.まる、 まと.い,0,,0
瞥,jinmeiyō,glance at,ベツ、 ヘツ,,0,,0
腱,hyōgai,tendon,ケン、 キン,,0,,0
奢,hyōgai,"extravagance, luxury",シャ,おご.る、 おご.り,0,,0
虔,hyōgai,respect,ケン,つつし.む,0,,0
梗,jōyō,"for the most part, close up, flower stem",コウ、 キョウ,ふさぐ、 やまにれ、 おおむね,9,,0
峻,jinmeiyō,"high, steep",シュン,けわ.しい、 たか.い,0,N1,0
渚,jinmeiyō,"strand, beach, shore",ショ,なぎさ,0,N1,0
唸,hyōgai,"groan, roar",テン,うな.る、 うなり,0,,0
鋸,jinmeiyō,saw (cuts wood),キョ、 コ,のこ、 のこぎり,0,,0
禿,hyōgai,"become bald, bare, wear out, waste away, little girl employed at a brothel",トク,ちび.る、 かむろ、 は.げる、 はげ,0,,0
洒,hyōgai,"wash, sprinkle",シャ、 ソン、 サイ、 セン、 セイ,すす.ぐ、 あら.う,0,,0
拗,hyōgai,"crooked, twisted, distorted, perverted, cross",オウ、 ヨウ、 イク、 ユウ,ねじ.れる、 こじ.れる、 す.ねる、 ねじ.ける,0,,0
